ls_swe "scaffold" "marker_nr" "position" "male_position"
ls_swe "8" 2511 7086310 18.665
ls_swe "8" 2512 7332584 18.665
ls_swe "8" 2516 7843654 18.665
ls_swe "8" 2521 8194296 18.665
ls_swe "8" 2526 8379586 20.35
ls_swe "8" 2527 8681177 23.192
ls_swe "8" 2530 8769623 23.747
ls_swe "8" 2534 8959521 28.275
ls_swe "8" 2555 11452625 29.392
ls_swe "8" 2560 11594383 30.509
ls_swe "8" 2561 11641748 30.509
ls_swe "8" 2567 11671468 36.781
ls_swe "8" 2569 12056022 40.211
ls_swe "8" 2570 12320291 41.328
ls_swe "8" 2574 13434216 41.328
ls_swe "8" 2577 13751972 41.328
ls_swe "8" 2580 13976022 41.328
ls_swe "8" 2585 14064987 41.328
ls_swe "8" 2589 14664048 41.328
ls_swe "8" 2594 15020334 43.588
ls_swe "8" 2597 15149417 50.701
ls_swe "8" 2599 16225025 51.257
ls_swe "8" 2601 16724318 51.257
ls_swe "8" 2605 16799214 53.498
ls_swe "8" 2609 16895460 56.339
ls_swe "8" 2611 17320453 56.339
ls_swe "8" 2614 17442118 56.339
ls_swe "8" 2628 17817265 56.895
ls_swe "8" 2632 18173680 58.006
ls_swe "8" 2634 18374938 58.006
ls_swe "8" 2639 18553353 58.562
ls_swe "8" 2641 18837423 60.822
ls_swe "8" 2642 18896972 60.822
ls_swe "8" 2646 19049503 61.939
ls_swe "8" 2647 19101649 62.495
ls_swe "8" 2649 19303604 62.495
ls_swe "8" 2652 20706832 62.495
ls_swe "8" 2658 21110159 62.495
ls_swe "8" 2660 21302160 62.495
ls_swe "8" 2661 21546029 62.495
ls_swe "8" 2662 21546351 62.495
ls_swe "8" 2665 21680045 62.495
ls_swe "8" 2667 21791521 64.18
ls_swe "8" 2669 21952175 64.18
ls_swe "8" 2672 21981512 64.18
ls_swe "8" 2687 23197428 65.866
ls_swe "8" 2690 23279089 65.866
ls_swe "8" 2700 23558346 65.866
ls_swe "8" 2703 24332897 65.866
ls_swe "8" 2704 24450542 65.866
ls_swe "8" 2706 25224014 65.866
ls_swe "23" 6688 40193 0
ls_swe "23" 6697 325145 0
ls_swe "23" 6700 568084 0
ls_swe "23" 6704 1314451 0
ls_swe "23" 6706 1506672 0
ls_swe "23" 6708 1586670 1.212
ls_swe "23" 6718 2808755 4.3
ls_swe "23" 6724 2974773 6.129
ls_swe "23" 6729 3133966 7.341
ls_swe "23" 6735 3209068 7.341
ls_swe "23" 6746 4359523 7.341
ls_swe "23" 6754 4442022 7.341
ls_swe "23" 6761 4624934 7.897
ls_swe "23" 6767 5274694 12.424
ls_swe "23" 6772 5992802 14.097
ls_swe "23" 6776 6619487 18.082
ls_swe "23" 6790 7079826 24.883
ls_swe "23" 6793 7814301 25.994
ls_swe "23" 6794 8027421 25.994
ls_swe "23" 6796 8075617 25.994
ls_swe "23" 6801 8178667 26.55
ls_swe "23" 6807 8934298 26.55
ls_swe "23" 6812 9173012 28.235
ls_swe "23" 6819 9495170 33.473
ls_swe "23" 6822 9555734 33.473
ls_swe "23" 6830 10323420 40.536
ls_swe "23" 6839 11191656 42.365
ls_swe "23" 6847 11458574 53.001
ls_swe "23" 6873 13156724 53.001
ls_swe "23" 6882 13741106 55.257
ls_swe "23" 6886 14014711 57.341
ls_swe "22" 6476 457248 0
ls_swe "22" 6479 506299 0
ls_swe "22" 6486 784414 0
ls_swe "22" 6490 833097 0
ls_swe "22" 6492 885840 0
ls_swe "22" 6494 1092846 0
ls_swe "22" 6498 1170445 0.658
ls_swe "22" 6507 1268642 5.895
ls_swe "22" 6517 1747929 7.581
ls_swe "22" 6521 2142106 14.693
ls_swe "22" 6527 3508409 16.379
ls_swe "22" 6534 4582183 25.119
ls_swe "22" 6549 5122593 25.674
ls_swe "22" 6552 5321695 27.909
ls_swe "22" 6558 5681128 28.465
ls_swe "22" 6564 7144748 31.895
ls_swe "22" 6568 7399302 31.895
ls_swe "22" 6573 7850320 36.383
ls_swe "22" 6576 8579487 36.383
ls_swe "22" 6586 8719589 39.761
ls_swe "22" 6597 9459522 40.878
ls_swe "22" 6598 9567370 42.564
ls_swe "22" 6600 9709944 43.681
ls_swe "22" 6603 9931253 44.237
ls_swe "22" 6605 10007348 44.237
ls_swe "22" 6609 10936578 44.237
ls_swe "22" 6612 11148473 44.237
ls_swe "22" 6615 11301264 44.237
ls_swe "22" 6619 11610506 44.792
ls_swe "22" 6620 12193633 45.348
ls_swe "22" 6621 12301830 45.904
ls_swe "22" 6622 12324858 45.904
ls_swe "22" 6628 12602757 46.459
ls_swe "22" 6630 12800515 48.145
ls_swe "22" 6645 13535963 49.262
ls_swe "22" 6653 13638950 49.818
ls_swe "22" 6654 13642725 49.818
ls_swe "22" 6659 13821686 49.818
ls_swe "22" 6671 14043375 49.818
ls_swe "22" 6672 14239741 49.818
ls_swe "22" 6676 14308066 49.818
ls_swe "22" 6681 14499029 49.818
ls_swe "22" 6684 14524416 49.818
ls_swe "22" 6686 14810647 49.818
ls_swe "6" 1855 736969 0
ls_swe "6" 1862 1621762 0
ls_swe "6" 1868 2433641 0
ls_swe "6" 1869 2519743 0.556
ls_swe "6" 1871 3242410 1.111
ls_swe "6" 1874 3412150 2.228
ls_swe "6" 1876 3585775 2.784
ls_swe "6" 1880 3942635 3.34
ls_swe "6" 1888 4430112 4.457
ls_swe "6" 1892 4464198 6.717
ls_swe "6" 1893 5663725 11.345
ls_swe "6" 1894 6513158 16.582
ls_swe "6" 1903 7570703 18.842
ls_swe "6" 1906 7571956 19.398
ls_swe "6" 1908 8390355 19.398
ls_swe "6" 1912 8458005 19.398
ls_swe "6" 1914 9094634 21.658
ls_swe "6" 1922 9850214 21.658
ls_swe "6" 1924 9970661 21.658
ls_swe "6" 1925 10176824 21.658
ls_swe "6" 1926 10258137 22.214
ls_swe "6" 1928 10289669 22.214
ls_swe "6" 1932 10408058 30.617
ls_swe "6" 1943 12591646 35.854
ls_swe "6" 1945 12804366 36.41
ls_swe "6" 1951 13489987 37.527
ls_swe "6" 1957 13668628 37.527
ls_swe "6" 1959 13764052 38.083
ls_swe "6" 1966 13770229 38.083
ls_swe "6" 1970 13930060 38.083
ls_swe "6" 1971 14009747 39.2
ls_swe "6" 1974 14961720 41.441
ls_swe "6" 1975 15160666 42.558
ls_swe "6" 1977 15173729 42.558
ls_swe "6" 1979 15327271 42.558
ls_swe "6" 1980 15945354 43.676
ls_swe "6" 1981 16176579 44.793
ls_swe "6" 1987 16423895 45.349
ls_swe "6" 1988 16859175 45.904
ls_swe "6" 1992 16914056 45.904
ls_swe "6" 1994 17097508 46.46
ls_swe "6" 2000 17427505 47.577
ls_swe "6" 2001 17511586 47.577
ls_swe "6" 2003 18179955 53.863
ls_swe "6" 2007 18497780 55.548
ls_swe "6" 2008 18581869 56.104
ls_swe "6" 2011 19321659 64.507
ls_swe "6" 2016 20110284 65.062
ls_swe "6" 2021 20785725 65.062
ls_swe "6" 2026 21401228 67.323
ls_swe "6" 2031 21612791 69.564
ls_swe "6" 2035 23676173 76.676
ls_swe "6" 2040 23991951 76.676
ls_swe "6" 2041 23992629 76.676
ls_swe "6" 2043 24142139 77.232
ls_swe "6" 2048 24234371 77.787
ls_swe "6" 2050 24298444 77.787
ls_swe "6" 2053 24332647 77.787
ls_swe "6" 2058 26170556 77.787
ls_swe "6" 2060 26182066 77.787
ls_swe "6" 2061 26268839 77.787
ls_swe "26" 7303 904292 0
ls_swe "26" 7308 1109189 0
ls_swe "26" 7310 1124865 0
ls_swe "26" 7311 1202531 0
ls_swe "26" 7313 1427807 0
ls_swe "26" 7327 1819502 0
ls_swe "26" 7330 1926935 0.556
ls_swe "26" 7331 1949396 0.556
ls_swe "26" 7337 2063237 3.985
ls_swe "26" 7341 2406745 3.985
ls_swe "26" 7346 2524143 4.541
ls_swe "26" 7349 2652587 4.541
ls_swe "26" 7355 2721799 7.9
ls_swe "26" 7359 3182504 9.017
ls_swe "26" 7362 3183442 9.017
ls_swe "26" 7364 3341507 9.017
ls_swe "26" 7367 3700636 9.017
ls_swe "26" 7369 3898413 9.017
ls_swe "26" 7373 3899058 9.017
ls_swe "26" 7376 4188238 10.128
ls_swe "26" 7380 4325907 10.684
ls_swe "26" 7383 4582016 10.684
ls_swe "26" 7384 4610158 13.525
ls_swe "26" 7385 4790723 16.367
ls_swe "26" 7390 5328995 18.052
ls_swe "26" 7393 5557015 18.052
ls_swe "26" 7395 5780543 19.738
ls_swe "26" 7398 6130086 21.998
ls_swe "26" 7406 6418614 24.233
ls_swe "26" 7407 6484694 27.663
ls_swe "26" 7411 6580405 28.218
ls_swe "26" 7413 7043473 28.218
ls_swe "26" 7418 7054945 28.218
ls_swe "26" 7420 7063549 30.479
ls_swe "26" 7423 7519193 31.034
ls_swe "26" 7425 7630424 31.59
ls_swe "26" 7431 7705676 33.275
ls_swe "26" 7433 7814377 33.275
ls_swe "26" 7442 7898643 33.831
ls_swe "26" 7443 8098281 33.831
ls_swe "26" 7446 8183711 36.673
ls_swe "26" 7450 8611898 42.986
ls_swe "26" 7454 9050019 45.827
ls_swe "26" 7457 9737471 48.069
ls_swe "26" 7464 10094250 48.069
ls_swe "26" 7468 10332767 49.754
ls_swe "26" 7469 10659024 49.754
ls_swe "26" 7475 10911349 50.342
ls_swe "26" 7481 11219142 50.931
ls_swe "26" 7484 11383944 50.931
ls_swe "26" 7491 11405631 50.931
ls_swe "26" 7493 11931802 50.931
ls_swe "27" 7504 1521906 0
ls_swe "27" 7505 1688610 0
ls_swe "27" 7509 2017352 0
ls_swe "27" 7510 2123980 0.926
ls_swe "27" 7512 2170126 0.926
ls_swe "27" 7523 2641444 2.277
ls_swe "27" 7524 2829960 11.795
ls_swe "27" 7530 2926787 11.795
ls_swe "27" 7533 3581733 18.187
ls_swe "27" 7538 3898764 19.872
ls_swe "27" 7540 4145505 19.872
ls_swe "27" 7543 4578635 20.428
ls_swe "27" 7546 4699997 22.113
ls_swe "27" 7551 5022019 26.139
ls_swe "27" 7554 6166193 26.139
ls_swe "27" 7563 7223127 27.256
ls_swe "27" 7569 7502454 28.373
ls_swe "27" 7572 7985866 31.803
ls_swe "27" 7576 9297563 35.2
ls_swe "27" 7584 9991084 35.756
ls_swe "27" 7589 11527450 40.237
ls_swe "27" 7591 11705693 40.237
ls_swe "27" 7598 12006184 42.676
ls_swe "28" 7607 533081 0
ls_swe "28" 7615 1369176 0
ls_swe "28" 7621 2347065 0
ls_swe "28" 7624 3159591 4.481
ls_swe "28" 7632 3498606 4.481
ls_swe "28" 7635 3764058 7.911
ls_swe "28" 7639 4468146 7.911
ls_swe "28" 7649 5350058 8.466
ls_swe "28" 7657 5525106 9.022
ls_swe "28" 7658 5548479 9.022
ls_swe "28" 7663 6167438 22.778
ls_swe "28" 7664 6168580 23.896
ls_swe "28" 7669 6661605 25.013
ls_swe "28" 7670 7040625 25.569
ls_swe "28" 7681 7714930 35.185
ls_swe "28" 7687 8223648 39.813
ls_swe "28" 7699 8355333 40.368
ls_swe "28" 7710 8656691 40.368
ls_swe "28" 7712 8706752 40.924
ls_swe "28" 7715 8707138 40.924
ls_swe "28" 7724 8861686 40.924
ls_swe "28" 7733 9944326 42.609
ls_swe "28" 7740 10098663 46.039
ls_swe "28" 7743 10312901 47.725
ls_swe "28" 7748 10630582 47.725
ls_swe "28" 7752 11013827 47.725
ls_swe "28" 7756 11158393 47.725
ls_swe "28" 7758 11310446 47.725
ls_swe "18" 5428 860846 0
ls_swe "18" 5437 1992589 0
ls_swe "18" 5441 2591856 1.325
ls_swe "18" 5442 2788434 3.01
ls_swe "18" 5449 3301866 5.852
ls_swe "18" 5455 3379041 7.537
ls_swe "18" 5464 3585046 7.537
ls_swe "18" 5488 5526787 12.674
ls_swe "18" 5489 5955494 14.359
ls_swe "18" 5501 6855800 25.88
ls_swe "18" 5507 7168525 29.238
ls_swe "18" 5509 7518655 29.794
ls_swe "18" 5519 7748358 29.794
ls_swe "18" 5524 8498113 30.349
ls_swe "18" 5526 8594301 31.467
ls_swe "18" 5527 8656247 31.467
ls_swe "18" 5529 8742045 32.584
ls_swe "18" 5540 8948906 35.4
ls_swe "18" 5557 9712824 35.4
ls_swe "18" 5574 9721993 35.956
ls_swe "18" 5577 10309374 39.981
ls_swe "18" 5580 11115443 41.098
ls_swe "18" 5589 11474164 41.654
ls_swe "18" 5599 11973295 42.771
ls_swe "18" 5603 12655101 42.771
ls_swe "18" 5613 13057280 42.771
ls_swe "18" 5615 13334989 42.771
ls_swe "18" 5619 13503274 50.525
ls_swe "18" 5621 14138255 51.08
ls_swe "18" 5636 14535429 51.636
ls_swe "18" 5641 14829687 52.449
ls_swe "18" 5647 15098587 52.449
ls_swe "18" 5651 15196883 52.449
ls_swe "18" 5665 15345629 52.449
ls_swe "18" 5673 15888562 52.449
ls_swe "18" 5681 16461360 52.449
ls_swe "18" 5685 17253138 52.449
