"pop" "chrom" "phys_assembly" "gen_assembly" "gen_dist" "phys_dist" "rrate"
"LSSPA" "HiC_scaffold_42" 812485 5.84 5.84 184414 31.668
"LSSPA" "HiC_scaffold_42" 844292 5.84 0 31807 0
"LSSPA" "HiC_scaffold_42" 1009852 5.84 0 165560 0
"LSSPA" "HiC_scaffold_42" 1010955 7.182 1.34 1103 1214.869
"LSSPA" "HiC_scaffold_42" 1091841 7.182 0 80886 0
"LSSPA" "HiC_scaffold_42" 2245985 7.747 0.56 1154144 0.485
"LSSPA" "HiC_scaffold_42" 2373436 12.952 5.2 127451 40.8
"LSSPA" "HiC_scaffold_42" 2427457 14.088 1.14 54021 21.103
"LSSPA" "HiC_scaffold_42" 2852062 16.979 2.89 424605 6.806
"LSSPA" "HiC_scaffold_42" 2924232 16.979 0 72170 0
"LSSPA" "HiC_scaffold_42" 3117741 19.278 2.3 193509 11.886
"LSSPA" "HiC_scaffold_42" 3211003 20.993 1.71 93262 18.335
"LSSPA" "HiC_scaffold_42" 4104941 22.694 1.7 893938 1.902
"LSSPA" "HiC_scaffold_42" 4107947 24.408 1.71 3006 568.862
"LSSPA" "HiC_scaffold_42" 4134433 24.408 0 26486 0
"LSSPA" "HiC_scaffold_42" 4242437 27.259 2.85 108004 26.388
"LSSPA" "HiC_scaffold_42" 4346027 27.824 0.57 103590 5.502
"LSSPA" "HiC_scaffold_42" 4455098 30.124 2.3 109071 21.087
"LSSPA" "HiC_scaffold_42" 4719364 30.689 0.57 264266 2.157
"LSSPA" "HiC_scaffold_42" 4895026 30.689 0 175662 0
"LSSPA" "HiC_scaffold_42" 5402280 34.046 3.36 507254 6.624
"LSSPA" "HiC_scaffold_42" 5434843 34.046 0 32563 0
"LSSPA" "HiC_scaffold_42" 5899960 34.046 0 465117 0
"LSSPA" "HiC_scaffold_42" 6221265 34.046 0 321305 0
"LSSPA" "HiC_scaffold_42" 6905969 34.046 0 684704 0
"LSSPA" "HiC_scaffold_43" 329756 0 NA NA NA
"LSSPA" "HiC_scaffold_43" 429266 0 0 99510 0
"LSSPA" "HiC_scaffold_43" 478253 1.087 1.09 48987 22.251
"LSSPA" "HiC_scaffold_43" 664859 1.087 0 186606 0
"LSSPA" "HiC_scaffold_43" 693421 1.087 0 28562 0
"LSSPA" "HiC_scaffold_43" 1234538 4.537 3.45 541117 6.376
"LSSPA" "HiC_scaffold_43" 1488861 9.805 5.27 254323 20.722
"LSSPA" "HiC_scaffold_43" 1621661 11.973 2.17 132800 16.34
"LSSPA" "HiC_scaffold_43" 2552753 21.753 9.78 931092 10.504
"LSSPA" "HiC_scaffold_43" 3258668 21.753 0 705915 0
"LSSPA" "HiC_scaffold_43" 3590872 23.943 2.19 332204 6.592
"LSSPA" "HiC_scaffold_43" 4098238 24.663 0.72 507366 1.419
"LSSPA" "HiC_scaffold_43" 4622477 28.368 3.7 524239 7.058
"LSSPA" "HiC_scaffold_43" 4864109 29.818 1.45 241632 6.001
"LSSPA" "HiC_scaffold_43" 4874799 37.525 7.71 10690 721.235
"LSSPA" "HiC_scaffold_43" 5583796 37.525 0 708997 0
"LSSPA" "HiC_scaffold_43" 5858119 37.525 0 274323 0
"LSSPA" "HiC_scaffold_43" 5891166 37.525 0 33047 0
"LSSPA" "HiC_scaffold_43" 6052725 39.824 2.3 161559 14.236
"LSSPA" "HiC_scaffold_43" 7110771 39.824 0 1058046 0
"LSSPA" "HiC_scaffold_44" 35558 0 NA NA NA
"LSSPA" "HiC_scaffold_44" 682933 0 0 647375 0
"LSSPA" "HiC_scaffold_44" 712294 0 0 29361 0
"LSSPA" "HiC_scaffold_44" 882631 0 0 170337 0
"LSSPA" "HiC_scaffold_44" 1135216 1.639 1.64 252585 6.493
"LSSPA" "HiC_scaffold_44" 2495626 4.119 2.48 1360410 1.823
"LSSPA" "HiC_scaffold_44" 2554826 14.257 10.14 59200 171.284
"LSSPA" "HiC_scaffold_44" 2765189 15.896 1.64 210363 7.796
"LSSPA" "HiC_scaffold_44" 3180846 15.896 0 415657 0
"LSSPA" "HiC_scaffold_44" 3249107 17.033 1.14 68261 16.701
"LSSPA" "HiC_scaffold_44" 3365881 18.169 1.14 116774 9.762
"LSSPA" "HiC_scaffold_44" 3805239 20.469 2.3 439358 5.235
"LSSPA" "HiC_scaffold_44" 3897100 20.469 0 91861 0
"LSSPA" "HiC_scaffold_44" 3956092 23.925 3.46 58992 58.652
"LSSPA" "HiC_scaffold_44" 4111114 23.925 0 155022 0
"LSSPA" "HiC_scaffold_44" 4248498 25.061 1.14 137384 8.298
"LSSPA" "HiC_scaffold_44" 4563991 25.061 0 315493 0
"LSSPA" "HiC_scaffold_44" 4752923 26.197 1.14 188932 6.034
"LSSPA" "HiC_scaffold_44" 4803136 26.197 0 50213 0
"LSSPA" "HiC_scaffold_44" 5021829 26.197 0 218693 0
"LSSPA" "HiC_scaffold_44" 5354189 26.197 0 332360 0
"LSSPA" "HiC_scaffold_44" 5548073 26.762 0.57 193884 2.94
"LSSPA" "HiC_scaffold_44" 5681506 26.762 0 133433 0
"LSSPA" "HiC_scaffold_44" 5937254 27.899 1.14 255748 4.458
"LSSPA" "HiC_scaffold_44" 5990982 29.035 1.14 53728 21.218
"LSSPA" "HiC_scaffold_44" 6016215 29.035 0 25233 0
"LSSPA" "HiC_scaffold_44" 6153757 29.035 0 137542 0
"LSSPA" "HiC_scaffold_44" 7226114 29.035 0 1072357 0
"LSSPA" "HiC_scaffold_45" 548236 0 NA NA NA
"LSSPA" "HiC_scaffold_45" 1290245 4.906 4.91 742009 6.617
"LSSPA" "HiC_scaffold_45" 1394867 8.362 3.46 104622 33.071
"LSSPA" "HiC_scaffold_45" 1762591 8.362 0 367724 0
"LSSPA" "HiC_scaffold_45" 1996007 8.362 0 233416 0
"LSSPA" "HiC_scaffold_45" 2057679 11.226 2.86 61672 46.374
"LSSPA" "HiC_scaffold_45" 2421327 11.791 0.56 363648 1.54
"LSSPA" "HiC_scaffold_45" 2641068 12.927 1.14 219741 5.188
"LSSPA" "HiC_scaffold_45" 2848034 14.064 1.14 206966 5.508
"LSSPA" "HiC_scaffold_45" 2890783 15.778 1.71 42749 40.001
"LSSPA" "HiC_scaffold_45" 3353930 17.493 1.71 463147 3.692
"LSSPA" "HiC_scaffold_45" 3362867 19.194 1.7 8937 190.22
"LSSPA" "HiC_scaffold_45" 3763011 22.684 3.49 400144 8.722
"LSSPA" "HiC_scaffold_45" 3768747 23.249 0.56 5736 97.629
"LSSPA" "HiC_scaffold_45" 4107709 27.345 4.1 338962 12.096
"LSSPA" "HiC_scaffold_45" 4453662 27.91 0.57 345953 1.648
"LSSPA" "HiC_scaffold_45" 4656281 29.046 1.14 202619 5.626
"LSSPA" "HiC_scaffold_45" 4763823 29.046 0 107542 0
"LSSPA" "HiC_scaffold_45" 4978130 32.645 3.6 214307 16.798
"LSSPA" "HiC_scaffold_45" 5049586 32.645 0 71456 0
"LSSPA" "HiC_scaffold_45" 5290210 32.645 0 240624 0
"LSSPA" "HiC_scaffold_45" 5505561 33.344 0.7 215351 3.251
"LSSPA" "HiC_scaffold_45" 6092178 34.043 0.7 586617 1.193
"LSSPA" "HiC_scaffold_45" 6461140 34.043 0 368962 0
"LSSPA" "HiC_scaffold_45" 7097521 34.043 0 636381 0
"LSSPA" "HiC_scaffold_46" 168204 0 NA NA NA
"LSSPA" "HiC_scaffold_46" 353733 0 0 185529 0
"LSSPA" "HiC_scaffold_46" 376988 0 0 23255 0
"LSSPA" "HiC_scaffold_46" 708395 3.335 3.34 331407 10.078
"LSSPA" "HiC_scaffold_46" 1535202 3.335 0 826807 0
"LSSPA" "HiC_scaffold_46" 1721801 3.335 0 186599 0
"LSSPA" "HiC_scaffold_46" 1722110 3.335 0 309 0
"LSSPA" "HiC_scaffold_46" 1976731 5.463 2.13 254621 8.365
"LSSPA" "HiC_scaffold_46" 2566067 10.361 4.9 589336 8.314
"LSSPA" "HiC_scaffold_46" 2851759 10.361 0 285692 0
"LSSPA" "HiC_scaffold_46" 2884811 13.252 2.89 33052 87.438
"LSSPA" "HiC_scaffold_46" 2893034 17.348 4.1 8223 498.601
"LSSPA" "HiC_scaffold_46" 3093470 18.478 1.13 200436 5.638
"LSSPA" "HiC_scaffold_46" 3852194 25.574 7.1 758724 9.358
"LSSPA" "HiC_scaffold_46" 3909957 30.806 5.23 57763 90.542
"LSSPA" "HiC_scaffold_46" 4621407 35.515 4.71 711450 6.62
"LSSPA" "HiC_scaffold_46" 4716593 36.182 0.67 95186 7.039
"LSSPA" "HiC_scaffold_46" 4728210 36.848 0.67 11617 57.674
"LSSPA" "HiC_scaffold_46" 5981390 37.515 0.67 1253180 0.535
"LSSPA" "HiC_scaffold_46" 6116687 38.182 0.67 135297 4.952
"LSSPA" "HiC_scaffold_46" 6122608 38.182 0 5921 0
"LSSPA" "HiC_scaffold_46" 6192400 38.182 0 69792 0
"LSSPA" "HiC_scaffold_46" 6566962 38.182 0 374562 0
"LSSPA" "HiC_scaffold_47" 329547 0 NA NA NA
"LSSPA" "HiC_scaffold_47" 1394746 0 0 1065199 0
"LSSPA" "HiC_scaffold_47" 1512203 0 0 117457 0
"LSSPA" "HiC_scaffold_47" 1612071 0 0 99868 0
"LSSPA" "HiC_scaffold_47" 1743875 0.87 0.87 131804 6.601
"LSSPA" "HiC_scaffold_47" 2223026 0.87 0 479151 0
"LSSPA" "HiC_scaffold_47" 2332257 1.536 0.67 109231 6.134
"LSSPA" "HiC_scaffold_47" 2509207 5.677 4.14 176950 23.396
"LSSPA" "HiC_scaffold_47" 2737081 7.976 2.3 227874 10.093
"LSSPA" "HiC_scaffold_47" 2751428 15.001 7.02 14347 489.301
"LSSPA" "HiC_scaffold_47" 2945543 16.138 1.14 194115 5.873
"LSSPA" "HiC_scaffold_47" 3217096 16.138 0 271553 0
"LSSPA" "HiC_scaffold_47" 3435834 16.138 0 218738 0
"LSSPA" "HiC_scaffold_47" 4096095 18.437 2.3 660261 3.483
"LSSPA" "HiC_scaffold_47" 4179539 21.288 2.85 83444 34.155
"LSSPA" "HiC_scaffold_47" 4279540 21.853 0.57 100001 5.7
"LSSPA" "HiC_scaffold_47" 4290680 28.832 6.98 11140 626.571
"LSSPA" "HiC_scaffold_47" 4547707 30.547 1.71 257027 6.653
"LSSPA" "HiC_scaffold_47" 4556166 31.112 0.56 8459 66.202
"LSSPA" "HiC_scaffold_47" 4728202 33.963 2.85 172036 16.566
"LSSPA" "HiC_scaffold_47" 5190353 33.963 0 462151 0
"LSSPA" "HiC_scaffold_47" 5440804 33.963 0 250451 0
"LSSPA" "HiC_scaffold_47" 5689794 35.677 1.71 248990 6.868
"LSSPA" "HiC_scaffold_47" 5694382 35.677 0 4588 0
"LSSPA" "HiC_scaffold_47" 5969092 35.677 0 274710 0
"LSSPA" "HiC_scaffold_47" 6081741 35.677 0 112649 0
"LSSPA" "HiC_scaffold_47" 6125853 35.677 0 44112 0
"LSSPA" "HiC_scaffold_47" 6153748 35.677 0 27895 0
"LSSPA" "HiC_scaffold_47" 6583551 35.677 0 429803 0
"LSSPA" "HiC_scaffold_48" 1119899 0 NA NA NA
"LSSPA" "HiC_scaffold_48" 1246579 13.812 13.81 126680 109.015
"LSSPA" "HiC_scaffold_48" 1453774 13.812 0 207195 0
"LSSPA" "HiC_scaffold_48" 1877685 21.454 7.64 423911 18.023
"LSSPA" "HiC_scaffold_48" 2039984 22.248 0.79 162299 4.868
"LSSPA" "HiC_scaffold_48" 2119116 28.594 6.35 79132 80.246
"LSSPA" "HiC_scaffold_48" 2340658 28.594 0 221542 0
"LSSPA" "HiC_scaffold_48" 2373550 28.594 0 32892 0
"LSSPA" "HiC_scaffold_48" 2798280 32.02 3.43 424730 8.076
"LSSPA" "HiC_scaffold_48" 3236715 32.687 0.67 438435 1.528
"LSSPA" "HiC_scaffold_48" 3488128 32.687 0 251413 0
"LSSPA" "HiC_scaffold_48" 3870979 32.687 0 382851 0
"LSSPA" "HiC_scaffold_48" 3910741 32.687 0 39762 0
"LSSPA" "HiC_scaffold_48" 4076279 36.113 3.43 165538 20.72
"LSSPA" "HiC_scaffold_48" 4423617 36.113 0 347338 0
"LSSPA" "HiC_scaffold_48" 4600277 36.113 0 176660 0
"LSSPA" "HiC_scaffold_48" 4734036 36.113 0 133759 0
"LSSPA" "HiC_scaffold_48" 5143965 37.25 1.14 409929 2.781
"LSSPA" "HiC_scaffold_48" 5888053 39.549 2.3 744088 3.091
"LSSPA" "HiC_scaffold_48" 5936368 40.215 0.67 48315 13.867
"LSSPA" "HiC_scaffold_48" 6002927 40.215 0 66559 0
"LSSPA" "HiC_scaffold_48" 6004625 40.215 0 1698 0
"LSSPA" "HiC_scaffold_48" 6121349 40.215 0 116724 0
"LSSPA" "HiC_scaffold_48" 6535212 40.215 0 413863 0
"LSSPA" "HiC_scaffold_49" 395850 0 NA NA NA
"LSSPA" "HiC_scaffold_49" 677201 0 0 281351 0
"LSSPA" "HiC_scaffold_49" 763691 0 0 86490 0
"LSSPA" "HiC_scaffold_49" 985260 0.794 0.79 221569 3.565
"LSSPA" "HiC_scaffold_49" 1539621 0.794 0 554361 0
"LSSPA" "HiC_scaffold_49" 1641965 6.753 5.96 102344 58.235
"LSSPA" "HiC_scaffold_49" 2008391 10.458 3.7 366426 10.098
"LSSPA" "HiC_scaffold_49" 3379608 10.458 0 1371217 0
"LSSPA" "HiC_scaffold_49" 4605841 10.458 0 1226233 0
"LSSPA" "HiC_scaffold_49" 4874088 10.458 0 268247 0
"LSSPA" "HiC_scaffold_49" 4967328 13.372 2.91 93240 31.21
"LSSPA" "HiC_scaffold_49" 4999164 13.372 0 31836 0
"LSSPA" "HiC_scaffold_49" 6015090 13.372 0 1015926 0
"LSSPA" "HiC_scaffold_50" 154600 0 NA NA NA
"LSSPA" "HiC_scaffold_50" 811676 0 0 657076 0
"LSSPA" "HiC_scaffold_50" 862128 0 0 50452 0
"LSSPA" "HiC_scaffold_50" 1473766 0 0 611638 0
"LSSPA" "HiC_scaffold_50" 1581123 0 0 107357 0
"LSSPA" "HiC_scaffold_50" 1873379 0.704000000000001 0.7 292256 2.395
"LSSPA" "HiC_scaffold_50" 1976467 5.414 4.71 103088 45.689
"LSSPA" "HiC_scaffold_50" 2069354 8.904 3.49 92887 37.573
"LSSPA" "HiC_scaffold_50" 2230773 8.904 0 161419 0
"LSSPA" "HiC_scaffold_50" 2238489 9.469 0.56 7716 72.576
"LSSPA" "HiC_scaffold_50" 2437646 11.17 1.7 199157 8.536
"LSSPA" "HiC_scaffold_50" 2832549 17.129 5.96 394903 15.092
"LSSPA" "HiC_scaffold_50" 2922660 17.129 0 90111 0
"LSSPA" "HiC_scaffold_50" 2951833 21.79 4.66 29173 159.737
"LSSPA" "HiC_scaffold_50" 3034406 22.927 1.14 82573 13.806
"LSSPA" "HiC_scaffold_50" 3419471 26.954 4.03 385065 10.466
"LSSPA" "HiC_scaffold_50" 3633749 26.954 0 214278 0
"LSSPA" "HiC_scaffold_50" 4321627 26.954 0 687878 0
"LSSPA" "HiC_scaffold_50" 4500808 27.519 0.56 179181 3.125
"LSSPA" "HiC_scaffold_50" 4724300 27.519 0 223492 0
"LSSPA" "HiC_scaffold_50" 4778104 29.233 1.71 53804 31.782
"LSSPA" "HiC_scaffold_50" 4834433 29.798 0.56 56329 9.942
"LSSPA" "HiC_scaffold_50" 4954306 29.798 0 119873 0
"LSSPA" "HiC_scaffold_50" 5686356 29.798 0 732050 0
"LSSPA" "HiC_scaffold_50" 5736210 29.798 0 49854 0
"LSSPA" "HiC_scaffold_50" 6178258 29.798 0 442048 0
"LSSPA" "HiC_scaffold_50" 6407124 29.798 0 228866 0
"LSSPA" "HiC_scaffold_51" 300605 0 NA NA NA
"LSSPA" "HiC_scaffold_51" 433969 0 0 133364 0
"LSSPA" "HiC_scaffold_51" 467269 0 0 33300 0
"LSSPA" "HiC_scaffold_51" 698894 3.775 3.78 231625 16.319
"LSSPA" "HiC_scaffold_51" 863798 3.775 0 164904 0
"LSSPA" "HiC_scaffold_51" 1380006 4.34 0.56 516208 1.085
"LSSPA" "HiC_scaffold_51" 1774350 6.64 2.3 394344 5.832
"LSSPA" "HiC_scaffold_51" 2489797 7.205 0.57 715447 0.797
"LSSPA" "HiC_scaffold_51" 2618111 7.205 0 128314 0
"LSSPA" "HiC_scaffold_51" 2661346 7.205 0 43235 0
"LSSPA" "HiC_scaffold_51" 3626735 9.232 2.03 965389 2.103
"LSSPA" "HiC_scaffold_51" 3923582 10.094 0.86 296847 2.897
"LSSPA" "HiC_scaffold_51" 4024181 10.094 0 100599 0
"LSSPA" "HiC_scaffold_51" 4044532 10.094 0 20351 0
"LSSPA" "HiC_scaffold_51" 4524615 10.094 0 480083 0
"LSSPA" "HiC_scaffold_51" 5469420 10.094 0 944805 0
"LSSPA" "HiC_scaffold_52" 241723 0 NA NA NA
"LSSPA" "HiC_scaffold_52" 492283 0 0 250560 0
"LSSPA" "HiC_scaffold_52" 669466 0 0 177183 0
"LSSPA" "HiC_scaffold_52" 725937 0 0 56471 0
"LSSPA" "HiC_scaffold_52" 726482 1.342 1.34 545 2458.716
"LSSPA" "HiC_scaffold_52" 765252 1.342 0 38770 0
"LSSPA" "HiC_scaffold_52" 766826 1.342 0 1574 0
"LSSPA" "HiC_scaffold_52" 850588 1.342 0 83762 0
"LSSPA" "HiC_scaffold_52" 901289 1.342 0 50701 0
"LSSPA" "HiC_scaffold_52" 1398268 1.907 0.56 496979 1.127
"LSSPA" "HiC_scaffold_52" 1472200 3.044 1.14 73932 15.42
"LSSPA" "HiC_scaffold_52" 1488613 3.044 0 16413 0
"LSSPA" "HiC_scaffold_52" 1527843 5.343 2.3 39230 58.629
"LSSPA" "HiC_scaffold_52" 1872011 5.343 0 344168 0
"LSSPA" "HiC_scaffold_52" 1880333 6.479 1.14 8322 136.986
"LSSPA" "HiC_scaffold_52" 1902742 6.479 0 22409 0
"LSSPA" "HiC_scaffold_52" 2030367 7.616 1.14 127625 8.932
"LSSPA" "HiC_scaffold_52" 2138984 9.317 1.7 108617 15.651
"LSSPA" "HiC_scaffold_52" 2212274 9.317 0 73290 0
"LSSPA" "HiC_scaffold_52" 2304953 12.773 3.46 92679 37.333
"LSSPA" "HiC_scaffold_52" 2381645 15.072 2.3 76692 29.99
"LSSPA" "HiC_scaffold_52" 2623070 15.637 0.57 241425 2.361
"LSSPA" "HiC_scaffold_52" 2784953 15.637 0 161883 0
"LSSPA" "HiC_scaffold_52" 2871502 18.528 2.89 86549 33.391
"LSSPA" "HiC_scaffold_52" 2881890 19.093 0.57 10388 54.871
"LSSPA" "HiC_scaffold_52" 2892968 19.658 0.57 11078 51.453
"LSSPA" "HiC_scaffold_52" 4313303 28.389 8.73 1420335 6.146
"LSSPA" "HiC_scaffold_52" 4342670 28.389 0 29367 0
"LSSPA" "HiC_scaffold_52" 4350269 30.103 1.71 7599 225.03
"LSSPA" "HiC_scaffold_52" 4393639 30.668 0.56 43370 12.912
"LSSPA" "HiC_scaffold_52" 5226082 33.559 2.89 832443 3.472
"LSSPA" "HiC_scaffold_52" 5459210 35.008 1.45 233128 6.22
"LSSPA" "HiC_scaffold_52" 5487055 35.728 0.72 27845 25.857
"LSSPA" "HiC_scaffold_52" 6003373 35.728 0 516318 0
"LSSWE" "HiC_scaffold_1" 976800 0 NA NA NA
"LSSWE" "HiC_scaffold_1" 1583437 0 0 606637 0
"LSSWE" "HiC_scaffold_1" 2256288 0 0 672851 0
"LSSWE" "HiC_scaffold_1" 2448946 0 0 192658 0
"LSSWE" "HiC_scaffold_1" 2521121 0 0 72175 0
"LSSWE" "HiC_scaffold_1" 2587164 0 0 66043 0
"LSSWE" "HiC_scaffold_1" 2635480 0 0 48316 0
"LSSWE" "HiC_scaffold_1" 2808861 0 0 173381 0
"LSSWE" "HiC_scaffold_1" 3157052 0.556 0.56 348191 1.608
"LSSWE" "HiC_scaffold_1" 3665408 3.985 3.43 508356 6.747
"LSSWE" "HiC_scaffold_1" 3788414 7.383 3.4 123006 27.641
"LSSWE" "HiC_scaffold_1" 4077309 11.408 4.02 288895 13.915
"LSSWE" "HiC_scaffold_1" 5181507 11.408 0 1104198 0
"LSSWE" "HiC_scaffold_1" 5242005 11.408 0 60498 0
"LSSWE" "HiC_scaffold_1" 5338585 14.838 3.43 96580 35.515
"LSSWE" "HiC_scaffold_1" 5740623 14.838 0 402038 0
"LSSWE" "HiC_scaffold_1" 6419970 18.268 3.43 679347 5.049
"LSSWE" "HiC_scaffold_1" 6815728 18.268 0 395758 0
"LSSWE" "HiC_scaffold_1" 6886102 18.823 0.55 70374 7.815
"LSSWE" "HiC_scaffold_1" 7154688 23.925 5.1 268586 18.988
"LSSWE" "HiC_scaffold_1" 7814239 23.925 0 659551 0
"LSSWE" "HiC_scaffold_1" 7871948 26.741 2.82 57709 48.866
"LSSWE" "HiC_scaffold_1" 8318635 26.741 0 446687 0
"LSSWE" "HiC_scaffold_1" 8471166 26.741 0 152531 0
"LSSWE" "HiC_scaffold_1" 8528054 27.297 0.56 56888 9.844
"LSSWE" "HiC_scaffold_1" 8970465 27.852 0.55 442411 1.243
"LSSWE" "HiC_scaffold_1" 8970774 27.852 0 309 0
"LSSWE" "HiC_scaffold_1" 9046596 28.97 1.12 75822 14.771
"LSSWE" "HiC_scaffold_1" 9211254 30.087 1.12 164658 6.802
"LSSWE" "HiC_scaffold_1" 9482245 31.772 1.68 270991 6.199
"LSSWE" "HiC_scaffold_1" 9515850 31.772 0 33605 0
"LSSWE" "HiC_scaffold_1" 10174208 31.772 0 658358 0
"LSSWE" "HiC_scaffold_1" 10185367 31.772 0 11159 0
"LSSWE" "HiC_scaffold_1" 10549036 35.798 4.03 363669 11.082
"LSSWE" "HiC_scaffold_1" 10866415 39.228 3.43 317379 10.807
"LSSWE" "HiC_scaffold_1" 11381725 39.228 0 515310 0
"LSSWE" "HiC_scaffold_1" 11720859 39.228 0 339134 0
"LSSWE" "HiC_scaffold_1" 12467773 40.913 1.68 746914 2.249
"LSSWE" "HiC_scaffold_1" 12561608 41.469 0.56 93835 5.968
"LSSWE" "HiC_scaffold_1" 12670284 42.024 0.55 108676 5.061
"LSSWE" "HiC_scaffold_1" 12683989 42.024 0 13705 0
"LSSWE" "HiC_scaffold_1" 12686615 42.024 0 2626 0
"LSSWE" "HiC_scaffold_1" 13094762 42.024 0 408147 0
"LSSWE" "HiC_scaffold_1" 15586999 42.024 0 2492237 0
"LSSWE" "HiC_scaffold_1" 16268298 43.135 1.11 681299 1.629
"LSSWE" "HiC_scaffold_1" 16564796 44.253 1.12 296498 3.777
"LSSWE" "HiC_scaffold_1" 16711566 44.808 0.55 146770 3.747
"LSSWE" "HiC_scaffold_1" 17142828 47.65 2.84 431262 6.585
"LSSWE" "HiC_scaffold_1" 18172408 49.91 2.26 1029580 2.195
"LSSWE" "HiC_scaffold_1" 18642867 49.91 0 470459 0
"LSSWE" "HiC_scaffold_1" 19348260 49.91 0 705393 0
"LSSWE" "HiC_scaffold_1" 19535319 51.028 1.12 187059 5.987
"LSSWE" "HiC_scaffold_1" 19855752 54.457 3.43 320433 10.704
"LSSWE" "HiC_scaffold_1" 20277328 54.457 0 421576 0
"LSSWE" "HiC_scaffold_1" 20336765 55.575 1.12 59437 18.843
"LSSWE" "HiC_scaffold_1" 20786291 57.26 1.68 449526 3.737
"LSSWE" "HiC_scaffold_1" 21060210 58.933 1.67 273919 6.097
"LSSWE" "HiC_scaffold_1" 22036486 61.194 2.26 976276 2.315
"LSSWE" "HiC_scaffold_1" 22665366 65.821 4.63 628880 7.362
"LSSWE" "HiC_scaffold_1" 24405919 71.059 5.24 1740553 3.011
"LSSWE" "HiC_scaffold_1" 24537450 72.731 1.67 131531 12.697
"LSSWE" "HiC_scaffold_1" 25121855 74.992 2.26 584405 3.867
"LSSWE" "HiC_scaffold_1" 25215187 77.252 2.26 93332 24.215
"LSSWE" "HiC_scaffold_1" 26656176 80.068 2.82 1440989 1.957
"LSSWE" "HiC_scaffold_1" 26675887 80.068 0 19711 0
"LSSWE" "HiC_scaffold_1" 27532132 81.185 1.12 856245 1.308
"LSSWE" "HiC_scaffold_1" 28043434 82.971 1.79 511302 3.501
"LSSWE" "HiC_scaffold_1" 28843737 83.856 0.88 800303 1.1
"LSSWE" "HiC_scaffold_1" 29668592 83.856 0 824855 0
"LSSWE" "HiC_scaffold_2" 50702 0 NA NA NA
"LSSWE" "HiC_scaffold_2" 503152 0 0 452450 0
"LSSWE" "HiC_scaffold_2" 529414 0 0 26262 0
"LSSWE" "HiC_scaffold_2" 914663 0 0 385249 0
"LSSWE" "HiC_scaffold_2" 1299466 0 0 384803 0
"LSSWE" "HiC_scaffold_2" 1299831 0.556 0.56 365 1534.247
"LSSWE" "HiC_scaffold_2" 1448969 0.556 0 149138 0
"LSSWE" "HiC_scaffold_2" 1487884 0.556 0 38915 0
"LSSWE" "HiC_scaffold_2" 1522216 0.556 0 34332 0
"LSSWE" "HiC_scaffold_2" 1575127 0.556 0 52911 0
"LSSWE" "HiC_scaffold_2" 2084982 1.111 0.55 509855 1.079
"LSSWE" "HiC_scaffold_2" 2273190 2.797 1.69 188208 8.979
"LSSWE" "HiC_scaffold_2" 2379117 2.797 0 105927 0
"LSSWE" "HiC_scaffold_2" 2579172 3.352 0.55 200055 2.749
"LSSWE" "HiC_scaffold_2" 3007012 3.908 0.56 427840 1.309
"LSSWE" "HiC_scaffold_2" 3337790 4.463 0.56 330778 1.693
"LSSWE" "HiC_scaffold_2" 4425089 5.019 0.56 1087299 0.515
"LSSWE" "HiC_scaffold_2" 4951883 6.13 1.11 526794 2.107
"LSSWE" "HiC_scaffold_2" 5740494 7.247 1.12 788611 1.42
"LSSWE" "HiC_scaffold_2" 6233775 7.247 0 493281 0
"LSSWE" "HiC_scaffold_2" 6284067 8.365 1.12 50292 22.27
"LSSWE" "HiC_scaffold_2" 6644947 8.365 0 360880 0
"LSSWE" "HiC_scaffold_2" 6946817 9.482 1.12 301870 3.71
"LSSWE" "HiC_scaffold_2" 7652661 11.717 2.24 705844 3.174
"LSSWE" "HiC_scaffold_2" 7774097 12.834 1.12 121436 9.223
"LSSWE" "HiC_scaffold_2" 9147686 15.095 2.26 1373589 1.645
"LSSWE" "HiC_scaffold_2" 9287836 15.095 0 140150 0
"LSSWE" "HiC_scaffold_2" 9353948 16.212 1.12 66112 16.941
"LSSWE" "HiC_scaffold_2" 9726028 16.767 0.55 372080 1.478
"LSSWE" "HiC_scaffold_2" 10023664 17.323 0.56 297636 1.881
"LSSWE" "HiC_scaffold_2" 10110232 17.323 0 86568 0
"LSSWE" "HiC_scaffold_2" 10138497 17.879 0.56 28265 19.812
"LSSWE" "HiC_scaffold_2" 10183501 17.879 0 45004 0
"LSSWE" "HiC_scaffold_2" 10192946 20.72 2.84 9445 300.688
"LSSWE" "HiC_scaffold_2" 10341194 21.276 0.56 148248 3.777
"LSSWE" "HiC_scaffold_2" 10439149 21.276 0 97955 0
"LSSWE" "HiC_scaffold_2" 11640974 22.387 1.11 1201825 0.924
"LSSWE" "HiC_scaffold_2" 11818524 22.387 0 177550 0
"LSSWE" "HiC_scaffold_2" 11967963 23.498 1.11 149439 7.428
"LSSWE" "HiC_scaffold_2" 11976545 23.498 0 8582 0
"LSSWE" "HiC_scaffold_2" 12250696 23.498 0 274151 0
"LSSWE" "HiC_scaffold_2" 12255371 23.498 0 4675 0
"LSSWE" "HiC_scaffold_2" 12339409 23.498 0 84038 0
"LSSWE" "HiC_scaffold_2" 12383287 23.498 0 43878 0
"LSSWE" "HiC_scaffold_2" 12692860 23.498 0 309573 0
"LSSWE" "HiC_scaffold_2" 12756535 23.498 0 63675 0
